date,imd,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20221018,1,25142,3797,703,121,950.473875053474,19898378,857952.4127012478,3684465.4378934144,2.1408179392438416,0.28048815260609855,481391.06797868013,0.0012635200718370111
20221018,2,70194,10103,1981,349,2643.8956960056253,20057685,883617.533909142,3614036.988771297,2.1408179392438416,0.28048815260609855,478358.8033002355,0.003499606260642741
20221018,3,164503,23313,4826,888,6814.6748447991995,25874671,1345463.82923224,5590118.940819618,2.1408179392438416,0.28048815260609855,730250.7512328762,0.006357684702541725
20221019,1,24990,3782,705,119,912.0336787458982,19898378,841024.6757084816,3542208.539614831,2.3896694912137737,0.34135480502769927,471834.99603426136,0.0012558812582613517
20221019,2,69700,10001,1949,347,2576.379515419247,20057685,872536.6560974806,3497744.2190407203,2.3896694912137737,0.34135480502769927,470396.8310142528,0.003474977296731901
20221019,3,163117,23028,4742,885,6618.516841770015,25874671,1354585.0622774442,5388825.535954063,2.3896694912137737,0.34135480502769927,727291.3912600182,0.006304118804061316
20221020,1,24769,3725,686,116,826.1679791419622,19898378,773200.8556498531,2886082.3733340027,2.2895956341868486,0.34585726213732854,410562.39147223486,0.0012447748253651629
20221020,2,69392,9886,1917,335,2339.793779541964,20057685,844245.6407725074,3020647.18195985,2.2895956341868486,0.34585726213732854,434734.3516050345,0.0034596215864393124
20221020,3,162259,22676,4661,871,6068.2687363320965,25874671,1422918.8808641462,4994650.909582285,2.2895956341868486,0.34585726213732854,720907.390306406,0.006270958962144872
20221021,1,24635,3654,663,109,803.5401401323536,19898378,689125.9688020792,2472711.5133759514,2.0378223595959186,0.30034752507347423,336031.04915433173,0.0012380406081339897
20221021,2,69065,9770,1893,323,2281.56828800391,20057685,838285.7208196957,2800816.7313237675,2.0378223595959186,0.30034752507347423,396992.4544222349,0.003443318608303999
20221021,3,161628,22353,4523,830,5906.789989477488,25874671,1481264.457800131,4989863.026851559,2.0378223595959186,0.30034752507347423,693776.9851008044,0.006246572178637557
20221022,1,24266,3541,645,102,763.6511617284807,19898378,677869.2917759662,2405722.3586686975,1.9336263068402963,0.28529128634119727,318958.2617603241,0.0012194963830720273
20221022,2,68354,9589,1865,314,2270.4324002078165,20057685,773370.6699524443,2792897.8045181185,1.9336263068402963,0.28529128634119727,383946.97507704055,0.0034078708485051987
20221022,3,160075,21829,4363,811,5879.712513655847,25874671,1521987.2046021738,5299412.6845681,1.9336263068402963,0.28529128634119727,724270.1495063469,0.0061865520918121045
20221023,1,24216,3533,646,98,718.7959524323924,19898378,699880.1382035261,2308073.882900965,2.068669655622272,0.30226869534422784,311497.3561936763,0.001216983615448455
20221023,2,68350,9521,1834,308,2183.9930582198244,20057685,756579.772582801,2599877.475585601,2.068669655622272,0.30226869534422784,365759.62096486404,0.003407671423696204
20221023,3,159965,21530,4281,763,5402.030940991762,25874671,1478991.1534887643,4872728.225702044,2.068669655622272,0.30226869534422784,679248.6529209741,0.006182300830027945
20221024,1,24172,3502,637,104,799.4310560635877,19898378,702658.6974941266,2427702.4156732694,2.192562679745337,0.3005094014363608,319613.2880909792,0.0012147723799397117
20221024,2,68246,9372,1780,303,2254.4274833764302,20057685,743954.6703955482,2712591.363547228,2.192562679745337,0.3005094014363608,365472.0505037146,0.003402486378662343
20221024,3,159665,21187,4191,757,5677.075041827199,25874671,1450089.6294688648,4968149.743355903,2.192562679745337,0.3005094014363608,655787.3046106145,0.0061707064797075105
20221025,1,25147,3590,635,97,661.2282281998164,19898378,692864.4649588647,2030025.0682467506,2.8157614081412294,0.4363744774011219,303121.87002946896,0.0012637713485993682
20221025,2,70796,9494,1786,302,1984.0091550004613,20057685,736574.5858931319,2273666.9438565946,2.8157614081412294,0.4363744774011219,347066.0173711247,0.003529619694396437
20221025,3,165665,21448,4175,728,4752.672903325439,25874671,1427838.182814879,3923777.2065187413,2.8157614081412294,0.4363744774011219,602096.9784877802,0.00640259348611621
20221026,1,25292,3574,602,92,597.4437492844489,19898378,697252.3331275543,1958489.1207113024,2.650154198315242,0.42330354951778393,303203.17503177037,0.0012710583747077273
20221026,2,71230,9479,1761,303,1902.8199109364325,20057685,766240.0645047394,2310920.9561153874,2.650154198315242,0.42330354951778393,370675.6519171468,0.0035512572861723575
20221026,3,166632,21475,4061,694,4401.978259403101,25874671,1354816.9832340928,3728734.554899786,2.650154198315242,0.42330354951778393,588879.5873396599,0.006439965941982412
20221027,1,25505,3544,587,87,488.66642338046273,19898378,665066.1517397079,1497113.4578458979,3.1461223464816004,0.5647910774386767,278145.86430940364,0.0012817627647841447
20221027,2,71797,9513,1702,294,1627.8903865643504,20057685,765722.4541221223,1922027.9347217097,3.1461223464816004,0.5647910774386767,344563.0556925916,0.00357952575284735
